"indicator","geography_code","quintile","period","numerator","indicator_measure","lower_confidence_interval","upper_confidence_interval","definition","relative_inequality_gap","lower_confidence_interval_relative_ineq","upper_confidence_interval_relative_ineq","absolute_inequality_gap","lower_confidence_interval_absolute_ineq","upper_confidence_interval_absolute_ineq","population_attributable_risk"
"Psychiatric patient hospitalisations","S12000038","4","2015/16 to 2017/18 financial years; 3-year aggregates",54,158,118,206.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","5 - least deprived","2015/16 to 2017/18 financial years; 3-year aggregates",36.7,106.3,74,147.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","Total","2015/16 to 2017/18 financial years; 3-year aggregates",469.7,272.1,247.8,298.1,"Age-sex standardised rate per 100,000",87.5,57.7,117.4,476.2,313.8,638.7,60.5
"Psychiatric patient hospitalisations","S12000038","1 - most deprived","2016/17 to 2018/19 financial years; 3-year aggregates",194.3,542.3,467.1,626,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","2","2016/17 to 2018/19 financial years; 3-year aggregates",118.7,337.9,279.1,405.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","3","2016/17 to 2018/19 financial years; 3-year aggregates",102.7,292,237.6,355,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","4","2016/17 to 2018/19 financial years; 3-year aggregates",55.7,160.9,120.8,209.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","5 - least deprived","2016/17 to 2018/19 financial years; 3-year aggregates",38.7,113.9,79.6,157.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","Total","2016/17 to 2018/19 financial years; 3-year aggregates",510,292.9,267.7,319.7,"Age-sex standardised rate per 100,000",88.3,47.4,129.2,517.3,277.8,756.7,60.6
"Psychiatric patient hospitalisations","S12000038","1 - most deprived","2017/18 to 2019/20 financial years; 3-year aggregates",214.7,588.1,510.6,674,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","2","2017/18 to 2019/20 financial years; 3-year aggregates",127,365.9,304.1,436.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","3","2017/18 to 2019/20 financial years; 3-year aggregates",113,319.4,262.4,384.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","4","2017/18 to 2019/20 financial years; 3-year aggregates",54.7,154.1,115.3,201.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","5 - least deprived","2017/18 to 2019/20 financial years; 3-year aggregates",41.3,118.8,84.3,162.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000038","Total","2017/18 to 2019/20 financial years; 3-year aggregates",550.7,313.4,287.5,341,"Age-sex standardised rate per 100,000",91.9,47.6,136.2,576.1,298.4,853.8,61.6
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2002/03 to 2004/05 financial years; 3-year aggregates",137.7,661.5,552.7,784.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2002/03 to 2004/05 financial years; 3-year aggregates",102,488.5,395.6,596.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2002/03 to 2004/05 financial years; 3-year aggregates",86,427.4,337.9,532.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2002/03 to 2004/05 financial years; 3-year aggregates",76.3,377,294.3,475.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2002/03 to 2004/05 financial years; 3-year aggregates",78,364.5,284.3,459.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2002/03 to 2004/05 financial years; 3-year aggregates",480,463.8,421.8,508.6,"Age-sex standardised rate per 100,000",38,8.8,67.1,352.2,81.8,622.7,21.3
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2003/04 to 2005/06 financial years; 3-year aggregates",132.3,616.5,513.8,733.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2003/04 to 2005/06 financial years; 3-year aggregates",97.3,466.2,375.8,571.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2003/04 to 2005/06 financial years; 3-year aggregates",85.3,410.1,324.6,510.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2003/04 to 2005/06 financial years; 3-year aggregates",69,349.1,268.6,445.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2003/04 to 2005/06 financial years; 3-year aggregates",79,367.1,286.6,462.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2003/04 to 2005/06 financial years; 3-year aggregates",463,443.6,402.7,487.3,"Age-sex standardised rate per 100,000",34.7,4.7,64.7,308.1,42,574.1,17
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2004/05 to 2006/07 financial years; 3-year aggregates",130.7,598,497.9,712,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2004/05 to 2006/07 financial years; 3-year aggregates",93.7,435.4,350.3,534.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2004/05 to 2006/07 financial years; 3-year aggregates",80,371.4,292,465.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2004/05 to 2006/07 financial years; 3-year aggregates",64.3,335.3,255.3,431.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2004/05 to 2006/07 financial years; 3-year aggregates",77.3,368.4,286.4,465.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2004/05 to 2006/07 financial years; 3-year aggregates",446,423.7,384.1,466.2,"Age-sex standardised rate per 100,000",33.2,-5.7,72,281.3,-47.9,610.6,12.9
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2005/06 to 2007/08 financial years; 3-year aggregates",128.3,576,478.7,686.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2005/06 to 2007/08 financial years; 3-year aggregates",82.3,382.3,303,475.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2005/06 to 2007/08 financial years; 3-year aggregates",75.7,351.6,274.3,443.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2005/06 to 2007/08 financial years; 3-year aggregates",68.3,345.9,265.4,442.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2005/06 to 2007/08 financial years; 3-year aggregates",71.7,338.4,260.8,430.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2005/06 to 2007/08 financial years; 3-year aggregates",426.3,401.8,363.5,442.9,"Age-sex standardised rate per 100,000",32.4,-10.7,75.4,260,-85.8,605.8,15.4
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2006/07 to 2008/09 financial years; 3-year aggregates",132,578.1,482.3,687.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2006/07 to 2008/09 financial years; 3-year aggregates",87.7,408.7,326.5,505.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2006/07 to 2008/09 financial years; 3-year aggregates",71.7,335.7,260,425.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2006/07 to 2008/09 financial years; 3-year aggregates",71,343.4,264.9,437.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2006/07 to 2008/09 financial years; 3-year aggregates",69,326.5,250.5,417.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2006/07 to 2008/09 financial years; 3-year aggregates",431.3,400.5,362.7,441.1,"Age-sex standardised rate per 100,000",36.1,-3.9,76.1,289.1,-31.3,609.6,18.4
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2007/08 to 2009/10 financial years; 3-year aggregates",135.3,587.6,490.7,697.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2007/08 to 2009/10 financial years; 3-year aggregates",84,397.5,315.5,494,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2007/08 to 2009/10 financial years; 3-year aggregates",65.7,315.1,241.2,403.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2007/08 to 2009/10 financial years; 3-year aggregates",67.3,308.6,236.6,395,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2007/08 to 2009/10 financial years; 3-year aggregates",64.7,301.4,228.7,389,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2007/08 to 2009/10 financial years; 3-year aggregates",417,385,348,424.7,"Age-sex standardised rate per 100,000",43.8,-2.5,90,337,-19.2,693.2,21.5
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2008/09 to 2010/11 financial years; 3-year aggregates",126,541,449.4,645.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2008/09 to 2010/11 financial years; 3-year aggregates",88.3,407.9,325.9,503.9,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2008/09 to 2010/11 financial years; 3-year aggregates",63.7,300.7,229.4,386.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2008/09 to 2010/11 financial years; 3-year aggregates",57.3,261.9,195.8,342.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2008/09 to 2010/11 financial years; 3-year aggregates",62.3,290.5,219.4,376.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2008/09 to 2010/11 financial years; 3-year aggregates",397.7,364.7,328.9,403.3,"Age-sex standardised rate per 100,000",45,3.3,86.8,328.5,23.7,633.4,19.8
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2009/10 to 2011/12 financial years; 3-year aggregates",121.3,528.4,436.8,633.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2009/10 to 2011/12 financial years; 3-year aggregates",78.7,357.7,281.6,447.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2009/10 to 2011/12 financial years; 3-year aggregates",63,300.1,228.4,386.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2009/10 to 2011/12 financial years; 3-year aggregates",53,244.4,180.5,322.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2009/10 to 2011/12 financial years; 3-year aggregates",58,272.6,203.4,356.7,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2009/10 to 2011/12 financial years; 3-year aggregates",374,344.1,309.2,381.8,"Age-sex standardised rate per 100,000",46.2,0.2,92.2,318.2,1.6,634.7,20.4
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2010/11 to 2012/13 financial years; 3-year aggregates",118.3,522.1,430.7,626.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2010/11 to 2012/13 financial years; 3-year aggregates",74,329.5,257.4,415.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2010/11 to 2012/13 financial years; 3-year aggregates",63.3,295.4,224.7,380.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2010/11 to 2012/13 financial years; 3-year aggregates",47,215.5,155.6,290,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2010/11 to 2012/13 financial years; 3-year aggregates",53,248.1,182.5,328.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2010/11 to 2012/13 financial years; 3-year aggregates",355.7,326.7,292.6,363.5,"Age-sex standardised rate per 100,000",51.5,-0.4,103.4,336.6,-2.5,675.7,23.4
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2011/12 to 2013/14 financial years; 3-year aggregates",108.3,485.3,396.9,587.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2011/12 to 2013/14 financial years; 3-year aggregates",70,311.6,241.5,395.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2011/12 to 2013/14 financial years; 3-year aggregates",61,279.1,210.9,361.6,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2011/12 to 2013/14 financial years; 3-year aggregates",44.3,201.1,143.5,273.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2011/12 to 2013/14 financial years; 3-year aggregates",47.7,230.5,166,310.5,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2011/12 to 2013/14 financial years; 3-year aggregates",331.3,304.6,271.7,340.3,"Age-sex standardised rate per 100,000",51.6,1.6,101.6,314.2,9.8,618.7,23.9
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2012/13 to 2014/15 financial years; 3-year aggregates",102.7,464.5,377.8,565,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2012/13 to 2014/15 financial years; 3-year aggregates",66,292.5,224.8,374,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2012/13 to 2014/15 financial years; 3-year aggregates",57,256,191.1,335,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2012/13 to 2014/15 financial years; 3-year aggregates",46,199.9,143.9,269.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2012/13 to 2014/15 financial years; 3-year aggregates",42.3,197.8,140.1,270.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2012/13 to 2014/15 financial years; 3-year aggregates",314,286.8,255,321.3,"Age-sex standardised rate per 100,000",55,7.7,102.3,315.7,44.4,587,30.1
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2013/14 to 2015/16 financial years; 3-year aggregates",93.7,415.9,334.9,510.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2013/14 to 2015/16 financial years; 3-year aggregates",67,309.3,237.8,395.2,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","3","2013/14 to 2015/16 financial years; 3-year aggregates",53.3,240.8,177.7,318.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","4","2013/14 to 2015/16 financial years; 3-year aggregates",48.7,212.9,154.6,285.1,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","5 - least deprived","2013/14 to 2015/16 financial years; 3-year aggregates",38.7,176.3,122.9,244.3,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","Total","2013/14 to 2015/16 financial years; 3-year aggregates",301.3,274,243,307.8,"Age-sex standardised rate per 100,000",52.7,25.4,79.9,288.5,139.3,437.8,35
"Psychiatric patient hospitalisations","S12000026","1 - most deprived","2014/15 to 2016/17 financial years; 3-year aggregates",97,433.8,350.7,530.4,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
"Psychiatric patient hospitalisations","S12000026","2","2014/15 to 2016/17 financial years; 3-year aggregates",65.3,307.9,235.7,394.8,"Age-sex standardised rate per 100,000",NA,NA,NA,NA,NA,NA,NA
